id_curriculo;codigo;nome_matriz;id_curso;nome_curso;semestre_conclusao_minimo;semestre_conclusao_ideal;semestre_conclusao_maximo;meses_conclusao_minimo;meses_conclusao_ideal;meses_conclusao_maximo;cr_total_minimo;ch_total_minima;ch_optativas_minima;max_eletivos;ch_nao_atividade_obrigatoria;cr_nao_atividade_obrigatorio;ch_atividade_obrigatoria;cr_minimo_semestre;cr_maximo_semestre;ch_minima_semestre;ch_maxima_semestre;periodo_entrada_vigor;ano_entrada_vigor;observacao
47;3344/-5;FILOSOFIA - BRASÍLIA -  - MT - Licenciado;414714;FILOSOFIA;6;10;14;;;;4;2400;1410;360;990;4;0;;;180;420;1;2005;
248;3425/-6;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;2;2016;
264;3336/-4;FILOSOFIA - BRASÍLIA -  - MT - Bacharel;414713;FILOSOFIA;6;10;14;;;;0;2400;960;360;1440;0;0;;;210;390;2;2013;
8;1228/-2;GEOLOGIA - BRASÍLIA -  - MT - Geólogo;414677;GEOLOGIA;8;12;16;;;;0;3960;1650;360;2310;0;0;;;285;540;1;2016;
256;2216/-4;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Bacharel;414391;CIÊNCIAS BIOLÓGICAS;8;8;14;;;;0;3210;1770;360;1440;0;0;;;240;450;1;2016;
421;3417/-2;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;2;2019;
215;8222/-4;BIBLIOTECONOMIA - BRASÍLIA -  - MT - Bacharel;414940;BIBLIOTECONOMIA;8;11;14;;;;0;2700;1200;360;1500;0;0;;;210;420;2;2011;
422;3417/-3;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;1;2018;
425;3425/-3;HISTÓRIA - BRASÍLIA -  - MT - Licenciado;414745;HISTÓRIA;7;12;16;;;;0;2955;720;360;2025;0;0;;;240;480;1;2018;
94;8150/-4;ADMINISTRAÇÃO - BRASÍLIA -  - N - Bacharel;414099;ADMINISTRAÇÃO;8;12;16;;;;4;3000;1530;360;1470;4;0;;;180;450;1;2014;
435;8117/-3;ADMINISTRAÇÃO - BRASÍLIA -  - MT - Bacharel;414112;ADMINISTRAÇÃO;8;8;16;;;;4;3000;1320;360;1680;4;0;;;180;420;2;2017;
393;8338/-3;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA - BRASÍLIA -  - MT - Bacharel;414156;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;8;8;14;;;;0;2790;1020;360;1770;0;0;;;210;390;2;2016;
366;6335/-3;ENGENHARIA ELÉTRICA - BRASÍLIA -  - MT - Engenheiro Eletricista;414360;ENGENHARIA ELÉTRICA;8;10;18;;;;4;3930;2115;360;1815;4;0;;;240;510;1;2016;
361;6017/1;ENGENHARIA DE PRODUÇÃO - BRASÍLIA -  - N - Bacharel;414326;ENGENHARIA DE PRODUÇÃO;10;12;18;;;;4;3600;1395;360;2205;4;0;;;180;420;1;2016;
70;6335/-4;ENGENHARIA ELÉTRICA - BRASÍLIA -  - MT - Engenheiro Eletricista;414360;ENGENHARIA ELÉTRICA;8;10;18;;;;4;3930;2115;360;1815;4;0;;;240;510;1;2015;
290;8354/-4;COMUNICAÇÃO SOCIAL - AUDIOVISUAL - BRASÍLIA -  - MT - Bacharel;414151;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;8;8;14;;;;0;2820;990;360;1830;0;0;;;210;390;2;2013;
347;1856/-3;CIÊNCIA DA COMPUTAÇÃO - BRASÍLIA -  - MT - Bacharel;414599;CIÊNCIA DA COMPUTAÇÃO;8;10;14;;;;0;3210;930;360;2280;0;0;;;240;450;2;2015;
131;6009/1;;414915;ENGENHARIA;1;5;3;;;;0;3750;2520;360;1230;0;0;;;180;480;2;2018;
231;1856/-5;CIÊNCIA DA COMPUTAÇÃO - BRASÍLIA -  - MT - Bacharel;414599;CIÊNCIA DA COMPUTAÇÃO;8;9;14;;;;0;3210;1140;360;2070;0;0;;;225;480;2;2012;
460;1716/1;ESTATÍSTICA - BRASÍLIA -  - MT - Bacharel;414620;ESTATÍSTICA;8;8;16;;;;0;3000;1140;360;1860;0;0;;;210;420;1;2019;
116;1856/-7;CIÊNCIA DA COMPUTAÇÃO - BRASÍLIA -  - MT - Bacharel;414599;CIÊNCIA DA COMPUTAÇÃO;8;9;14;;;;0;3210;1140;360;2070;0;0;;;225;480;1;2011;
443;8583/1;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - N - Bacharel;414131;CIÊNCIAS CONTÁBEIS;10;11;14;;;;8;3000;1200;360;1800;8;0;;;210;420;2;2019;
418;3221/1;CIÊNCIAS ECONÔMICAS - BRASÍLIA -  - MT - Bacharel;414699;CIÊNCIAS ECONÔMICAS;6;8;14;;;;104;3000;1230;360;1770;104;0;;;210;480;2;2017;
232;1899/-3;COMPUTAÇÃO - BRASÍLIA -  - N - Licenciado;414608;COMPUTAÇÃO;7;9;16;;;;4;2700;1350;360;1350;4;0;;;180;420;2;2012;
117;1899/-4;COMPUTAÇÃO - BRASÍLIA -  - N - Licenciado;414608;COMPUTAÇÃO;7;9;16;;;;4;2700;1320;360;1380;4;0;;;180;420;2;2007;
323;1112/1;FÍSICA - BRASÍLIA -  - MT - Bacharel;414663;FÍSICA;8;10;12;;;;0;2640;660;360;1980;0;0;;;240;480;1;2016;
324;1112/-2;FÍSICA - BRASÍLIA -  - MT - Bacharel;414663;FÍSICA;8;10;12;;;;0;2640;660;360;1980;0;0;;;240;480;2;2014;
309;1503/-2;QUÍMICA - BRASÍLIA -  - N - Licenciado;414871;QUÍMICA;7;10;15;;;;0;3045;810;360;2025;0;0;;;210;480;1;2014;
454;1147/1;FÍSICA - BRASÍLIA -  - N - Licenciado;414657;FÍSICA;8;13;18;;;;6;3300;750;360;2340;6;0;;;210;420;2;2018;
455;1236/1;GEOFÍSICA - BRASÍLIA -  - MT - Bacharel;414669;GEOFÍSICA;9;13;16;;;;4;3450;1035;360;2415;4;0;;;270;420;2;2018;
226;60844/-2;ENGENHARIA QUÍMICA - BRASÍLIA -  - MT - Bacharel;414862;ENGENHARIA QUÍMICA;10;14;18;;;;0;3960;1125;360;2835;0;0;;;240;450;1;2012;
331;1589/1;QUÍMICA TECNOLÓGICA - BRASÍLIA -  - MT - Bacharel;414873;QUÍMICA TECNOLÓGICA;8;13;18;;;;0;3300;1740;360;1560;0;0;;;240;420;2;2018;
307;1449/-3;QUÍMICA - BRASÍLIA -  - MT - Bacharel;414870;QUÍMICA;8;10;12;;;;0;3150;960;360;2190;0;0;;;270;420;1;2014;
348;1899/-2;COMPUTAÇÃO - BRASÍLIA -  - N - Licenciado;414608;COMPUTAÇÃO;6;11;16;;;;9;3210;840;360;2370;9;0;;;180;450;2;2015;
305;1368/-2;MATEMÁTICA - BRASÍLIA -  - N - Licenciado;414640;MATEMÁTICA;7;11;14;;;;0;2820;720;360;1890;0;0;;;240;390;1;2014;
303;1325/-4;MATEMÁTICA - BRASÍLIA -  - MT - Licenciado;414638;MATEMÁTICA;6;10;14;;;;0;2820;720;360;1890;0;0;;;240;480;1;2014;
363;6220/1;ENGENHARIA CIVIL - BRASÍLIA -  - MT - Engenheiro Civil;414350;ENGENHARIA CIVIL;8;13;18;;;;0;3930;1560;360;2370;0;0;;;240;510;1;2016;
326;2321/-2;CIÊNCIAS AMBIENTAIS - BRASÍLIA -  - N - Bacharel;414667;CIÊNCIAS AMBIENTAIS;7;11;14;;;;4;2700;1530;360;1170;4;0;;;210;390;2;2015;
413;2216/1;CIÊNCIAS BIOLÓGICAS - BRASÍLIA -  - MT - Bacharel;414391;CIÊNCIAS BIOLÓGICAS;8;11;14;;;;0;3210;1710;360;1500;0;0;;;240;450;2;2017;
394;850/1;JORNALISMO - BRASÍLIA -  - MT - Bacharel;414165;JORNALISMO;8;11;14;;;;0;3000;1230;360;1770;0;0;;;240;420;2;2019;
423;3417/-4;HISTÓRIA                                                               - BRASÍLIA -  - MT - Bacharel;702700;HISTÓRIA                                                              ;6;11;15;;;;0;2640;990;360;1500;0;0;;;180;450;2;2017;
395;850/-2;JORNALISMO - BRASÍLIA -  - MT - Bacharel;414165;JORNALISMO;8;11;14;;;;0;3000;1230;360;1770;0;0;;;240;420;1;2017;
396;850/-3;JORNALISMO - BRASÍLIA -  - MT - Bacharel;414165;JORNALISMO;8;11;14;;;;0;3000;1230;360;1770;0;0;;;240;420;2;2016;
204;2771/-2;BIOTECNOLOGIA - BRASÍLIA -  - MT - Bacharel;414371;BIOTECNOLOGIA;8;11;14;;;;0;3210;1020;360;2190;0;0;;;240;450;2;2011;
349;2771/1;BIOTECNOLOGIA - BRASÍLIA -  - MT - Bacharel;414371;BIOTECNOLOGIA;8;11;14;;;;0;3210;1050;360;2160;0;0;;;240;450;2;2015;
437;8338/1;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA - BRASÍLIA -  - MT - Bacharel;414156;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;8;11;14;;;;0;2790;1020;360;1770;0;0;;;210;390;2;2019;
438;8338/-2;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA - BRASÍLIA -  - MT - Bacharel;414156;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;8;11;14;;;;0;2790;1020;360;1770;0;0;;;210;390;2;2017;
439;8486/1;DIREITO - BRASÍLIA -  - MT - Bacharel;414220;DIREITO;10;13;16;;;;4;3840;390;360;3150;4;0;;;240;450;2;2019;
442;8516/-2;CIÊNCIAS CONTÁBEIS - BRASÍLIA -  - MT - Bacharel;414130;CIÊNCIAS CONTÁBEIS;8;11;14;;;;8;3000;1140;360;1860;8;0;;;210;420;2;2017;
155;1236/-2;GEOFÍSICA - BRASÍLIA -  - MT - Bacharel;414669;GEOFÍSICA;8;10;12;;;;0;3180;1035;360;2145;0;0;;;270;450;1;2013;
471;8184/1;GESTÃO DE POLÍTICAS PÚBLICAS - BRASÍLIA -  - N - Bacharel;414093;GESTÃO DE POLÍTICAS PÚBLICAS;8;12;16;;;;8;3000;1320;360;1680;8;0;;;180;420;2;2019;
365;6254/-2;ENGENHARIA AMBIENTAL - BRASÍLIA -  - MT - Engenheiro;414345;ENGENHARIA AMBIENTAL;10;14;18;;;;0;3900;1425;360;2475;0;0;;;240;480;1;2016;
45;3166/-6;CIÊNCIAS SOCIAIS                                                       - BRASÍLIA -  - MT - Licenciado;702695;CIÊNCIAS SOCIAIS                                                      ;6;8;14;;;;18;2520;1140;360;1380;18;0;;;195;450;1;2005;
295;3841/1;GEOGRAFIA - BRASÍLIA -  - MT - Bacharel;414730;GEOGRAFIA;6;10;14;;;;0;2520;1140;360;1380;0;0;;;195;450;1;2014;
90;5380/-5;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL - BRASÍLIA -  - MT - Bacharel;414966;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;7;11;14;;;;4;2940;1260;360;1680;4;0;;;210;480;2;2006;
213;8222/-2;BIBLIOTECONOMIA - BRASÍLIA -  - MT - Bacharel;414940;BIBLIOTECONOMIA;8;11;14;;;;0;2700;1200;360;1500;0;0;;;210;420;2;2016;
89;5380/-4;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL - BRASÍLIA -  - MT - Bacharel;414966;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;7;11;14;;;;4;2940;1260;360;1680;4;0;;;210;480;1;2012;
432;5398/1;DESIGN - PROJETO DO PRODUTO - BRASÍLIA -  - MT - Bacharel;414971;DESIGN - PROJETO DO PRODUTO;8;11;14;;;;4;2940;1350;360;1590;4;0;;;210;480;2;2017;
483;3336/-6;FILOSOFIA - BRASÍLIA -  - MT - Bacharel;414713;FILOSOFIA;8;10;14;;;;4;2220;1620;360;600;4;0;;;210;390;1;2005;
216;3123/1;CIÊNCIAS SOCIAIS - SOCIOLOGIA - BRASÍLIA -  - MT - Bacharel;414425;CIÊNCIAS SOCIAIS - SOCIOLOGIA;6;10;14;;;;12;2520;930;360;1590;12;0;;;180;450;2;2019;
